Date,Open*,High,Low,Close**,Volume,Market Cap
11-May-20,$185.88 ,$191.60 ,$185.70 ,$189.31 ,"$15,899,726,284 ","$20,995,260,629 "
10-May-20,$188.63 ,$191.36 ,$180.72 ,$185.91 ,"$20,054,601,647 ","$20,615,704,449 "
9-May-20,$211.55 ,$211.55 ,$182.71 ,$188.60 ,"$25,211,575,193 ","$20,911,059,578 "
8-May-20,$213.14 ,$214.74 ,$209.07 ,$211.60 ,"$18,950,547,549 ","$23,458,353,558 "
7-May-20,$212.20 ,$216.33 ,$208.83 ,$212.99 ,"$20,445,139,356 ","$23,609,735,113 "
6-May-20,$203.91 ,$214.39 ,$202.07 ,$212.29 ,"$23,594,744,655 ","$23,528,981,906 "
5-May-20,$206.48 ,$211.53 ,$204.04 ,$204.06 ,"$20,343,543,799 ","$22,613,632,877 "
4-May-20,$208.01 ,$211.78 ,$204.03 ,$206.77 ,"$19,004,689,099 ","$22,912,129,590 "
3-May-20,$210.89 ,$211.83 ,$199.05 ,$208.17 ,"$22,602,446,422 ","$23,064,379,025 "
2-May-20,$215.35 ,$219.27 ,$208.69 ,$210.93 ,"$20,469,034,664 ","$23,367,177,867 "
1-May-20,$214.23 ,$215.85 ,$212.88 ,$215.33 ,"$18,260,876,092 ","$23,850,828,459 "
30-Apr-20,$207.90 ,$217.63 ,$207.78 ,$214.22 ,"$20,816,320,834 ","$23,725,367,639 "
29-Apr-20,$216.91 ,$227.53 ,$206.44 ,$207.60 ,"$28,089,191,904 ","$22,989,647,065 "
28-Apr-20,$198.47 ,$218.45 ,$198.12 ,$216.97 ,"$26,397,548,759 ","$24,023,887,081 "
27-Apr-20,$197.27 ,$198.79 ,$194.85 ,$198.42 ,"$18,217,507,467 ","$21,966,890,357 "
26-Apr-20,$197.48 ,$199.55 ,$193.45 ,$197.22 ,"$18,670,194,595 ","$21,832,392,036 "
25-Apr-20,$195.41 ,$199.34 ,$194.77 ,$197.32 ,"$18,335,367,012 ","$21,839,976,557 "
24-Apr-20,$189.21 ,$196.79 ,$188.46 ,$195.52 ,"$18,260,969,748 ","$21,637,838,417 "
23-Apr-20,$185.22 ,$190.21 ,$185.22 ,$189.24 ,"$16,788,555,028 ","$20,940,434,737 "
22-Apr-20,$182.62 ,$189.09 ,$180.34 ,$185.03 ,"$21,275,740,032 ","$20,472,236,139 "
21-Apr-20,$172.67 ,$183.75 ,$171.83 ,$182.60 ,"$17,994,666,395 ","$20,200,984,352 "
20-Apr-20,$172.02 ,$175.18 ,$170.55 ,$172.74 ,"$16,458,767,984 ","$19,107,591,182 "
19-Apr-20,$181.48 ,$186.08 ,$170.32 ,$172.30 ,"$21,266,681,335 ","$19,056,520,718 "
18-Apr-20,$186.86 ,$188.10 ,$180.12 ,$181.61 ,"$19,146,038,381 ","$20,084,614,446 "
17-Apr-20,$171.62 ,$187.94 ,$171.62 ,$186.91 ,"$20,160,323,443 ","$20,668,075,857 "
16-Apr-20,$172.28 ,$174.28 ,$169.75 ,$171.64 ,"$16,714,684,266 ","$18,976,660,194 "
15-Apr-20,$153.20 ,$173.16 ,$150.36 ,$172.16 ,"$22,910,469,236 ","$19,031,693,317 "
14-Apr-20,$157.57 ,$160.71 ,$152.80 ,$153.29 ,"$14,171,753,737 ","$16,943,501,886 "
13-Apr-20,$156.36 ,$160.94 ,$155.87 ,$157.60 ,"$14,723,156,630 ","$17,417,697,024 "
12-Apr-20,$160.72 ,$160.75 ,$151.61 ,$156.28 ,"$16,465,282,133 ","$17,270,031,992 "
11-Apr-20,$158.23 ,$164.52 ,$156.32 ,$161.14 ,"$15,123,721,386 ","$17,805,206,568 "
10-Apr-20,$158.54 ,$161.17 ,$155.30 ,$158.22 ,"$13,555,089,447 ","$17,479,687,023 "
9-Apr-20,$170.83 ,$170.95 ,$154.91 ,$158.41 ,"$17,980,944,616 ","$17,499,250,378 "
8-Apr-20,$172.76 ,$172.90 ,$167.99 ,$170.81 ,"$14,901,696,210 ","$18,866,106,818 "
7-Apr-20,$165.24 ,$173.21 ,$164.49 ,$172.64 ,"$17,063,110,836 ","$19,066,388,908 "
6-Apr-20,$169.15 ,$175.20 ,$164.20 ,$165.10 ,"$21,659,346,091 ","$18,231,455,422 "
5-Apr-20,$143.61 ,$169.27 ,$143.54 ,$169.14 ,"$21,636,382,525 ","$18,674,571,701 "
4-Apr-20,$145.26 ,$146.13 ,$142.10 ,$143.55 ,"$11,280,993,591 ","$15,847,283,514 "
3-Apr-20,$142.22 ,$145.38 ,$140.12 ,$145.22 ,"$11,946,658,257 ","$16,029,973,618 "
2-Apr-20,$142.11 ,$146.90 ,$139.62 ,$142.09 ,"$13,184,603,402 ","$15,682,757,538 "
1-Apr-20,$135.73 ,$146.79 ,$135.73 ,$142.03 ,"$15,322,861,686 ","$15,673,960,169 "
31-Mar-20,$133.61 ,$135.63 ,$129.73 ,$135.63 ,"$12,456,564,435 ","$14,966,424,710 "
30-Mar-20,$132.82 ,$134.27 ,$131.65 ,$133.59 ,"$11,065,246,317 ","$14,739,376,438 "
29-Mar-20,$125.58 ,$133.91 ,$125.29 ,$132.90 ,"$11,841,123,306 ","$14,661,550,831 "
28-Mar-20,$131.02 ,$131.17 ,$125.45 ,$125.58 ,"$9,938,133,669 ","$13,852,241,607 "
27-Mar-20,$134.03 ,$134.03 ,$126.96 ,$130.99 ,"$12,162,403,960 ","$14,446,379,743 "
26-Mar-20,$138.37 ,$139.90 ,$133.94 ,$133.94 ,"$11,396,286,629 ","$14,770,071,750 "
25-Mar-20,$136.19 ,$138.83 ,$134.89 ,$138.36 ,"$11,367,261,176 ","$15,255,985,586 "
24-Mar-20,$138.91 ,$141.40 ,$134.30 ,$136.20 ,"$13,433,092,920 ","$15,015,344,150 "
23-Mar-20,$135.19 ,$141.95 ,$133.17 ,$138.76 ,"$14,609,068,673 ","$15,296,295,171 "
22-Mar-20,$123.37 ,$134.91 ,$121.87 ,$134.91 ,"$14,149,877,968 ","$14,870,079,035 "
21-Mar-20,$132.85 ,$136.15 ,$122.91 ,$123.32 ,"$12,497,707,224 ","$13,590,860,527 "
20-Mar-20,$133.10 ,$135.97 ,$127.16 ,$132.82 ,"$13,684,083,308 ","$14,635,764,102 "
19-Mar-20,$136.65 ,$150.85 ,$122.61 ,$132.74 ,"$18,960,388,062 ","$14,624,949,757 "
18-Mar-20,$114.84 ,$140.53 ,$114.73 ,$136.59 ,"$16,396,753,275 ","$15,048,018,840 "
17-Mar-20,$113.86 ,$116.02 ,$111.74 ,$114.84 ,"$11,617,854,009 ","$12,650,160,818 "
16-Mar-20,$110.41 ,$118.99 ,$110.41 ,$113.94 ,"$12,087,490,572 ","$12,549,513,954 "
15-Mar-20,$125.00 ,$125.00 ,$105.17 ,$110.61 ,"$15,984,904,590 ","$12,180,483,053 "
14-Mar-20,$123.25 ,$132.24 ,$121.85 ,$125.21 ,"$12,719,251,813 ","$13,787,534,423 "
13-Mar-20,$133.58 ,$134.48 ,$122.41 ,$123.31 ,"$12,740,784,545 ","$13,575,727,275 "
12-Mar-20,$112.69 ,$137.43 ,$95.18 ,$133.20 ,"$27,864,623,061 ","$14,663,417,618 "
11-Mar-20,$194.74 ,$195.15 ,$111.21 ,$112.35 ,"$22,134,741,655 ","$12,366,138,225 "
10-Mar-20,$200.77 ,$202.95 ,$184.36 ,$194.87 ,"$16,984,790,291 ","$21,446,678,546 "
9-Mar-20,$202.86 ,$205.71 ,$198.06 ,$200.77 ,"$18,344,930,072 ","$22,093,126,953 "
8-Mar-20,$201.32 ,$207.45 ,$192.27 ,$201.99 ,"$23,645,428,606 ","$22,224,520,906 "
7-Mar-20,$237.78 ,$237.78 ,$200.60 ,$200.69 ,"$21,381,823,651 ","$22,079,071,207 "
6-Mar-20,$243.75 ,$249.98 ,$237.55 ,$237.85 ,"$19,431,652,027 ","$26,164,459,704 "
5-Mar-20,$229.17 ,$243.55 ,$228.74 ,$243.53 ,"$19,374,772,256 ","$26,785,082,139 "
4-Mar-20,$224.64 ,$234.36 ,$224.64 ,$229.27 ,"$18,201,291,785 ","$25,213,804,821 "
3-Mar-20,$224.57 ,$228.04 ,$222.09 ,$224.52 ,"$16,567,075,208 ","$24,688,386,921 "
2-Mar-20,$230.52 ,$232.33 ,$221.73 ,$224.48 ,"$19,853,178,572 ","$24,681,090,483 "
1-Mar-20,$218.71 ,$232.81 ,$217.28 ,$230.57 ,"$20,305,587,789 ","$25,347,534,007 "
29-Feb-20,$219.75 ,$226.68 ,$214.13 ,$218.97 ,"$18,179,807,469 ","$24,069,393,932 "
28-Feb-20,$226.83 ,$232.26 ,$219.85 ,$219.85 ,"$18,181,296,376 ","$24,162,913,195 "
27-Feb-20,$226.99 ,$234.21 ,$216.35 ,$226.76 ,"$22,563,530,559 ","$24,919,509,265 "
26-Feb-20,$225.69 ,$237.23 ,$212.66 ,$226.75 ,"$25,645,522,790 ","$24,915,636,231 "
25-Feb-20,$247.74 ,$249.65 ,$221.27 ,$225.68 ,"$26,235,617,201 ","$24,794,645,345 "
24-Feb-20,$265.28 ,$265.43 ,$246.86 ,$247.82 ,"$21,878,882,134 ","$27,223,398,195 "
23-Feb-20,$273.71 ,$275.54 ,$259.63 ,$265.22 ,"$22,400,845,640 ","$29,131,114,037 "
22-Feb-20,$262.28 ,$273.75 ,$261.96 ,$273.75 ,"$19,585,998,814 ","$30,065,188,433 "
21-Feb-20,$265.55 ,$266.39 ,$258.91 ,$262.33 ,"$16,906,032,862 ","$28,807,130,266 "
20-Feb-20,$257.89 ,$267.00 ,$255.69 ,$265.60 ,"$20,867,593,292 ","$29,162,464,509 "
19-Feb-20,$259.82 ,$263.70 ,$250.95 ,$257.95 ,"$23,229,828,870 ","$28,318,879,771 "
18-Feb-20,$282.04 ,$283.54 ,$259.76 ,$259.76 ,"$22,679,414,413 ","$28,514,562,065 "
17-Feb-20,$266.51 ,$283.20 ,$261.46 ,$281.94 ,"$26,511,477,187 ","$30,945,457,816 "
16-Feb-20,$259.89 ,$266.87 ,$244.34 ,$266.36 ,"$26,024,080,089 ","$29,231,690,264 "
15-Feb-20,$264.90 ,$272.88 ,$242.48 ,$259.89 ,"$25,152,366,643 ","$28,518,254,585 "
14-Feb-20,$284.56 ,$287.12 ,$264.28 ,$264.73 ,"$23,682,452,994 ","$29,045,044,403 "
13-Feb-20,$268.02 ,$285.06 ,$262.76 ,$284.22 ,"$23,558,253,463 ","$31,179,427,623 "
12-Feb-20,$265.05 ,$273.74 ,$258.92 ,$268.10 ,"$25,801,317,504 ","$29,407,537,084 "
11-Feb-20,$235.90 ,$272.40 ,$235.90 ,$265.41 ,"$24,545,049,386 ","$29,108,513,969 "
10-Feb-20,$223.38 ,$236.55 ,$218.62 ,$235.85 ,"$16,964,695,963 ","$25,863,852,653 "
9-Feb-20,$228.55 ,$229.18 ,$218.08 ,$223.52 ,"$16,210,008,511 ","$24,508,831,903 "
8-Feb-20,$222.98 ,$229.86 ,$222.98 ,$228.58 ,"$15,031,356,241 ","$25,060,056,859 "
7-Feb-20,$222.51 ,$226.59 ,$215.39 ,$223.15 ,"$16,741,203,125 ","$24,461,492,839 "
6-Feb-20,$212.32 ,$223.14 ,$212.30 ,$222.73 ,"$16,673,443,564 ","$24,412,375,482 "
5-Feb-20,$204.13 ,$214.60 ,$201.90 ,$212.34 ,"$16,425,589,683 ","$23,270,983,772 "
4-Feb-20,$189.30 ,$206.80 ,$188.75 ,$204.23 ,"$14,865,434,435 ","$22,379,510,312 "
3-Feb-20,$189.86 ,$191.11 ,$185.40 ,$189.25 ,"$11,714,191,695 ","$20,735,478,720 "
2-Feb-20,$188.61 ,$193.44 ,$188.01 ,$189.87 ,"$12,392,875,241 ","$20,800,183,238 "
1-Feb-20,$183.53 ,$193.08 ,$180.17 ,$188.62 ,"$14,054,425,389 ","$20,660,936,267 "
31-Jan-20,$180.11 ,$183.85 ,$179.75 ,$183.67 ,"$11,569,697,182 ","$20,116,913,728 "
30-Jan-20,$184.74 ,$185.41 ,$176.30 ,$180.16 ,"$11,728,616,394 ","$19,729,633,078 "
29-Jan-20,$174.92 ,$186.26 ,$172.37 ,$184.69 ,"$12,604,789,338 ","$20,223,232,964 "
28-Jan-20,$176.35 ,$178.84 ,$175.05 ,$175.05 ,"$10,725,267,311 ","$19,165,292,202 "
27-Jan-20,$170.88 ,$176.37 ,$170.74 ,$176.37 ,"$11,772,875,064 ","$19,307,396,128 "
26-Jan-20,$168.01 ,$172.92 ,$166.90 ,$170.93 ,"$11,004,476,145 ","$18,709,615,891 "
25-Jan-20,$161.18 ,$168.22 ,$160.28 ,$168.08 ,"$9,261,861,590 ","$18,394,952,135 "
24-Jan-20,$163.07 ,$163.23 ,$158.63 ,$161.28 ,"$8,256,956,802 ","$17,649,296,256 "
23-Jan-20,$162.90 ,$164.31 ,$156.75 ,$163.05 ,"$10,657,671,162 ","$17,840,465,424 "
22-Jan-20,$168.30 ,$168.31 ,$160.30 ,$162.93 ,"$10,396,868,698 ","$17,824,835,899 "
21-Jan-20,$169.61 ,$171.01 ,$166.77 ,$168.29 ,"$9,209,827,928 ","$18,409,534,609 "
20-Jan-20,$167.06 ,$169.91 ,$165.82 ,$169.70 ,"$9,789,369,362 ","$18,560,711,557 "
19-Jan-20,$166.90 ,$169.11 ,$162.33 ,$167.12 ,"$11,144,529,787 ","$18,276,600,992 "
18-Jan-20,$175.47 ,$177.25 ,$163.68 ,$166.97 ,"$13,713,374,132 ","$18,257,853,532 "
17-Jan-20,$170.75 ,$178.53 ,$166.79 ,$175.37 ,"$14,929,342,256 ","$19,173,512,823 "
16-Jan-20,$164.49 ,$173.07 ,$162.78 ,$170.78 ,"$14,997,091,826 ","$18,669,811,576 "
15-Jan-20,$166.33 ,$167.06 ,$159.71 ,$164.39 ,"$13,735,193,018 ","$17,969,103,321 "
14-Jan-20,$165.73 ,$170.43 ,$161.11 ,$166.23 ,"$15,173,694,057 ","$18,167,930,411 "
13-Jan-20,$144.25 ,$167.68 ,$144.06 ,$165.96 ,"$16,712,318,373 ","$18,135,588,271 "
12-Jan-20,$146.22 ,$146.79 ,$142.91 ,$144.23 ,"$8,378,529,470 ","$15,759,102,081 "
11-Jan-20,$143.03 ,$146.15 ,$142.71 ,$145.87 ,"$8,528,167,453 ","$15,937,115,426 "
10-Jan-20,$143.41 ,$146.48 ,$142.21 ,$142.93 ,"$9,332,208,590 ","$15,613,213,640 "
9-Jan-20,$138.97 ,$144.17 ,$135.52 ,$143.96 ,"$9,084,816,203 ","$15,724,494,553 "
8-Jan-20,$141.16 ,$141.39 ,$136.24 ,$138.98 ,"$7,697,325,348 ","$15,178,151,517 "
7-Jan-20,$143.49 ,$146.83 ,$138.27 ,$141.26 ,"$9,387,194,957 ","$15,425,115,411 "
6-Jan-20,$144.31 ,$145.00 ,$140.49 ,$143.54 ,"$9,257,954,672 ","$15,672,773,110 "
5-Jan-20,$136.31 ,$144.33 ,$136.08 ,$144.30 ,"$9,093,747,121 ","$15,753,803,340 "
4-Jan-20,$135.07 ,$139.41 ,$135.05 ,$136.28 ,"$7,526,675,353 ","$14,875,569,430 "
3-Jan-20,$134.17 ,$136.05 ,$133.04 ,$135.07 ,"$7,430,904,515 ","$14,741,946,278 "
2-Jan-20,$127.41 ,$134.55 ,$126.49 ,$134.17 ,"$10,476,845,358 ","$14,642,130,120 "
1-Jan-20,$130.82 ,$130.82 ,$126.95 ,$127.41 ,"$8,032,709,256 ","$13,902,505,466 "
31-Dec-19,$129.63 ,$132.84 ,$129.20 ,$130.80 ,"$7,935,230,330 ","$14,271,059,633 "
30-Dec-19,$132.61 ,$133.73 ,$128.80 ,$129.61 ,"$8,936,866,397 ","$14,139,765,786 "
29-Dec-19,$134.80 ,$136.76 ,$131.55 ,$132.63 ,"$9,796,951,716 ","$14,468,140,712 "
28-Dec-19,$128.27 ,$136.81 ,$128.00 ,$134.76 ,"$9,708,776,786 ","$14,698,483,422 "
27-Dec-19,$127.21 ,$130.26 ,$126.90 ,$128.32 ,"$8,069,298,610 ","$13,995,233,088 "
26-Dec-19,$126.37 ,$128.10 ,$124.82 ,$127.21 ,"$8,299,390,176 ","$13,873,046,817 "
25-Dec-19,$126.49 ,$130.90 ,$125.41 ,$126.36 ,"$8,600,871,980 ","$13,778,664,460 "
24-Dec-19,$129.07 ,$129.07 ,$124.89 ,$126.45 ,"$8,418,019,054 ","$13,787,538,200 "
23-Dec-19,$128.63 ,$131.67 ,$127.31 ,$129.06 ,"$7,961,819,689 ","$14,070,696,528 "
22-Dec-19,$132.31 ,$134.73 ,$127.42 ,$128.61 ,"$9,622,497,693 ","$14,020,312,860 "
21-Dec-19,$128.10 ,$133.16 ,$127.93 ,$132.37 ,"$9,121,058,481 ","$14,428,651,183 "
20-Dec-19,$129.10 ,$129.15 ,$127.61 ,$128.13 ,"$7,449,064,703 ","$13,964,992,761 "
19-Dec-19,$129.38 ,$129.76 ,$126.99 ,$129.07 ,"$8,173,594,150 ","$14,065,549,620 "
18-Dec-19,$133.05 ,$134.19 ,$125.97 ,$129.32 ,"$9,564,699,140 ","$14,092,012,421 "
17-Dec-19,$122.66 ,$133.39 ,$119.78 ,$133.09 ,"$11,864,518,321 ","$14,501,554,620 "
16-Dec-19,$133.65 ,$134.01 ,$121.40 ,$122.60 ,"$9,057,166,141 ","$13,357,486,656 "
15-Dec-19,$143.14 ,$143.22 ,$132.46 ,$133.61 ,"$8,992,282,119 ","$14,555,616,655 "
14-Dec-19,$142.86 ,$143.93 ,$139.43 ,$143.11 ,"$7,235,153,411 ","$15,589,117,504 "
13-Dec-19,$144.95 ,$145.53 ,$142.43 ,$142.87 ,"$7,048,066,973 ","$15,560,820,323 "
12-Dec-19,$145.66 ,$145.86 ,$143.75 ,$144.94 ,"$7,264,810,247 ","$15,785,338,920 "
11-Dec-19,$143.62 ,$145.75 ,$141.44 ,$145.60 ,"$7,890,383,413 ","$15,855,473,988 "
10-Dec-19,$146.32 ,$147.14 ,$143.05 ,$143.61 ,"$7,037,180,049 ","$15,636,405,555 "
9-Dec-19,$148.18 ,$148.56 ,$144.91 ,$146.27 ,"$6,859,512,025 ","$15,924,221,614 "
8-Dec-19,$151.22 ,$151.91 ,$147.62 ,$148.23 ,"$6,744,206,747 ","$16,135,631,420 "
7-Dec-19,$148.74 ,$152.39 ,$148.31 ,$151.26 ,"$6,441,727,252 ","$16,464,729,150 "
6-Dec-19,$149.20 ,$149.80 ,$148.37 ,$148.77 ,"$5,911,233,284 ","$16,191,247,024 "
5-Dec-19,$149.40 ,$149.67 ,$147.61 ,$149.19 ,"$6,458,766,441 ","$16,235,876,301 "
4-Dec-19,$146.69 ,$153.16 ,$145.46 ,$149.25 ,"$6,745,910,228 ","$16,240,052,430 "
3-Dec-19,$147.92 ,$150.68 ,$145.00 ,$146.75 ,"$7,865,937,094 ","$15,966,157,442 "
2-Dec-19,$149.06 ,$150.31 ,$146.00 ,$147.96 ,"$6,204,379,850 ","$16,095,928,402 "
